task_id	task_type	premise_type	premise	hypothesis	label
boilWater-zld56plo-autogen_wrong_order_e	boil water	observation	Robot attempts to move to pot. Robot sees pot.	Wrong plan - move to pot after pick up pot	N
boilWater-9uqd8szx-autogen_missing_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to stove burner, put pot on fourth stove burner.	Robot failed to execute - pick up pot) because it did not do put pot on fourth stove burner before executing it.	C
heatPotato-4y5whski-autogen_wrong_order_c	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, pot (empty and clean), pan is on top of pot, pot is on the left of potato, pot is on top of third countertop.	Wrong plan - open microwave after pick up plate	N
toastBread-6rwt5a0d-autogen_action-failed_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster, put bread slice in toaster.	The robot failed to perform toast bread because did not put_in bread slice	N
boilWater-xguriz66-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees laptop is inside armchair, laptop (closed and turned off), nothing is inside robot gripper, laptop is on top of pot.	pot is being blocked by laptop	E
boilWater-pdi3f5hw-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	The robot failed to complete boil water because it failed to execute (pick_up, Pot)	N
makeCoffee-5t53fann-autogen_wrong_order_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug.	The robot fails because it pick up mug before doing - turn off faucet	C
heatPotato-oltff6xr-autogen_blocking_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	The robot failed to perform (pick_up, Plate) because laptop is blocking plate	N
cookEgg-9_pred_step_44_reflect_exp	cook egg	observation	Robot attempts to pick up pan. Robot sees egg is inside robot gripper, pan (clean), pan is on the left of salt shaker, pan is on the right of kettle, pan is on the left of pepper shaker, pan is on the left of spatula, pan is on top of first countertop.	The robot failed to cook the egg because it did not crack the egg into the pan before picking it up at 00:44. This caused the failure as the egg was still intact and not cooked.	E
boilWater-8ut16o35-autogen_blocking_c	boil water	observation	Robot attempts to pick up pot. Robot sees pan is on top of first countertop, pan is on the right of kettle, nothing is inside robot gripper, pan (clean), egg (not sliced and not cracked), egg is on top of second countertop, egg is below pot.	The robot failed to perform (pick_up, Pot) because egg is blocking pot	C
makeCoffee-10_gt_step_48_gt_exp	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, toggle on faucet, toggle off faucet, pick up mug, pour liquid from mug into sink, move to coffee machine, toggle on coffee machine.	The robot put the mug inside the coffee machine after the coffee machine was turned off, as a result, the mug remained empty.	C
heatPotato-9_gt_step_121_gt_exp	heat potato	observation	Robot attempts to close microwave. Robot sees nothing is inside robot gripper, microwave (closed and turned off).	The robot should have closed the microwave before trying to toggle it on. as a result, the robot could not toggle on a microwave that is open.	N
heatPotato-njmwy0hg-autogen_missing_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop.	The robot failed because there is no pick up plate action in the plan before put plate on countertop.	C
boilWater-447livly-autogen_action-failed_c	boil water	observation	Robot attempts to put pot in sink. Robot sees microwave (open and turned off), cup is inside microwave, pot is inside sink.	Failed to do (put_in, Pot, Sink)	C
makeCoffee-6d1y5rl2-autogen_blocking_c	make coffee	observation	Robot attempts to pick up mug. Robot sees potato is on top of second countertop, nothing is inside robot gripper, potato is below mug.	mug is being blocked by potato	C
boilWater-sa63wje9-autogen_action-failed_c	boil water	observation	Robot attempts to pick up pot. Robot sees pot is inside robot gripper, television is on top of tv stand, television (turned off), laptop is on top of tv stand, laptop (closed and turned off).	The robot failed to perform boil water because it failed to execute (pick_up, Pot).	C
heatPotato-ua4ne4mv-autogen_action-failed_c	heat potato	observation	Robot attempts to open microwave. Robot sees egg is on the left of pan, egg is on the right of toaster, bowl is on top of dining table, egg is on top of dining table, bowl is on the left of bread, egg (not sliced and not cracked), microwave (open).	The robot failed to perform heat potato because it failed to execute (open_obj, Microwave).	C
toastBread-jr2yv3op-autogen_wrong_order_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster, put bread slice in toaster, turn on toaster.	The robot fails because it turn on toaster before doing - put bread slice in toaster	C
heatPotato-5vfd9jkg-autogen_action-failed_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	N
heatPotato-m1l2ulko-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato.	The robot failed to complete heat potato because it failed to execute (pick_up, Potato)	N
toastBread-cyphh3yo-autogen_dropped_e	toast bread	observation	Robot attempts to move to toaster. Robot sees nothing is inside robot gripper, garbage can is inside fridge, fridge (closed), toaster on the left of toilet.	The robot failed to do toast bread because it dropped bread slice while moving to toaster	E
boilWater-pdf4gqc2-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink.	The robot failed to perform boil water because it failed to execute (put_in, Pot, Sink).	N
heatPotato-qx972cwr-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	The robot fails because it pick up plate before doing - put potato on plate	C
heatPotato-qj5b15wh-autogen_missing_e	heat potato	observation	Robot attempts to put plate on countertop. Robot sees nothing is inside robot gripper, laptop (open and turned off), laptop is inside armchair, countertop is on the left of cabinet.	Robot failed to execute - pick up plate) because it did not do put plate on countertop before executing it.	E
boilWater-n27bo72k-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	pot was dropped by the robot.	N
boilWater-ps8b5p45-autogen_wrong_order_c	boil water	observation	Robot attempts to turn on faucet. Robot sees laptop (closed and turned off), television (turned off), television is on the left of garbage can, television is on top of tv stand, faucet (turned on).	The robot fails because it turn on faucet before doing - put pot in sink	N
heatPotato-lav28lv8-autogen_blocking_c	heat potato	observation	Robot attempts to pick up plate. Robot sees nothing is inside robot gripper, spatula is on top of sink, mug is on the right of plate, mug is on the left of dish sponge, mug is on the right of spatula, mug is inside sink, mug is on the left of kettle, faucet (turned off), mug (empty and clean), plate is on top of sink, plate is on top of mug.	mug is blocking plate	C
boilWater-zld56plo-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - pick up pot, move to pot.	Wrong plan - move to pot after pick up pot	E
makeCoffee-7_gt_step_35_gt_exp	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, toggle on faucet, toggle off faucet, pick up mug.	The robot never executed the action to pour water from mug after cleaning it. as a result, the mug cannot be filled with coffee.	N
toastBread-ykn8mvqo-autogen_wrong_order_e	toast bread	observation	Robot attempts to slice bread. Robot sees fridge (closed), bread (sliced).	Wrong plan - slice bread after put knife on second countertop	N
boilWater-mrorzlxc-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to fourth stove burner, put pot on fourth stove burner, turn on fourth stove burner.	The robot fails because it turn on fourth stove burner before doing - put pot on fourth stove burner	C
makeCoffee-vwrsxjkw-autogen_dropped_e	make coffee	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, sink on the right of towel holder.	dropped mug while moving	E
heatPotato-1_gt_step_44_reflect_exp	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, move to plate, put potato on plate, pick up plate, move to microwave.	The robot failed to heat the potato because it did not turn on the microwave. the failure was caused by the robot not executing the necessary action to heat the potato.	N
makeCoffee-gcgh3xfr-autogen_wrong_order_c	make coffee	observation	Robot attempts to move to coffee machine. Robot sees pot (empty and clean), pan is on top of pot, pot is on the left of potato, pot is on top of third countertop, coffee machine.	The robot fails because it move to coffee machine before doing - pour mug into sink	N
